Fetched from https://queue.taskcluster.net/v1/task/dPbLmHNmT_Wj1_vMPEmozw/artifacts/public/test_info/xulsummary.txt

Elements in namespace http://www.mozilla.org/keymaster/gatekeeper/there.is.only.xul
  1454  label
  2     url("chrome://global/content/bindings/progressmeter.xml#progressmeter")
  2     url("chrome://global/content/bindings/toolbarbutton.xml#toolbarbutton-badged")
  2     url("chrome://browser/content/tabbrowser.xml#tabbrowser-remote-browser")
  1     url("chrome://global/content/bindings/autocomplete.xml#autocomplete-rich-result-popup")
  1     url("chrome://browser/content/search/search.xml#browser-search-autocomplete-result-popup")
  1     url("chrome://browser/content/urlbarBindings.xml#urlbar-rich-result-popup")
  1     url("chrome://global/content/bindings/menulist.xml#menulist-popuponly")
  1     url("chrome://browser/content/places/tree.xml#places-tree")
  1     url("chrome://global/content/bindings/tree.xml#treecols")
  1     url("chrome://global/content/bindings/tree.xml#treecol")
  1     url("chrome://global/content/bindings/tree.xml#columnpicker")
  1     url("chrome://global/content/bindings/tree.xml#treerows")
  1     url("chrome://global/content/bindings/tree.xml#treebody")
  1     url("chrome://global/content/bindings/autocomplete.xml#autocomplete")
  1     url("chrome://global/content/bindings/listbox.xml#listbox")
  1     url("chrome://global/content/bindings/listbox.xml#listrows")
  1     url("chrome://browser/content/urlbarBindings.xml#addon-progress-notification")
  1     url("chrome://global/content/bindings/radio.xml#radiogroup")
  1     url("chrome://global/content/bindings/richlistbox.xml#richlistbox")
  1     url("chrome://browser/content/customizableui/toolbar.xml#toolbar-menubar-autohide")
  1     url("chrome://browser/content/tabbrowser.xml#tabbrowser-tabs")
  1     url("chrome://browser/content/tabbrowser.xml#tabbrowser-arrowscrollbox")
  1     url("chrome://browser/content/tabbrowser.xml#tabbrowser-tab")
  1     url("chrome://global/content/bindings/toolbarbutton.xml#toolbarbutton-badged-menu")
  1     url("chrome://browser/content/urlbarBindings.xml#urlbar")
  1     url("chrome://global/content/bindings/browser.xml#browser")
  1     url("chrome://global/content/bindings/tabbox.xml#tabbox")
  1     url("chrome://browser/content/tabbrowser.xml#tabbrowser-tabpanels")
  1     url("chrome://global/content/bindings/notification.xml#notification")
XBL bindings as JSON
{
  "text-label": 1061,
  "menuitem": 260,
  "toolbarbutton": 254,
  "scrollbox": 88,
  "arrowscrollbox": 77,
  "text-base": 74,
  "popup": 65,
  "button": 56,
  "label-control": 33,
  "menuitem-iconic": 31,
  "menu": 5,
  "checkbox": 19,
  "arrowpanel": 18,
  "text-link": 18,
  "popup-notification": 12,
  "places-popup-base": 9,
  "tooltip": 8,
  "input-box": 8,
  "inputFields": 8,
  "menu-menubar": 7,
  "textbox": 6,
  "popup-scrollbars": 5,
  "menulist": 4,
  "menu-iconic": 4,
  "autocomplete-richlistbox": 3,
  "panel": 3,
  "radio": 3,
  "toolbar": 3,
  "tabbrowser-alltabs-popup": 3,
  "notificationbox": 3,
  "search-one-offs": 2,
  "progressmeter": 2,
  "toolbarbutton-badged": 2,
  "tabbrowser-remote-browser": 2,
  "autocomplete-rich-result-popup": 1,
  "browser-search-autocomplete-result-popup": 1,
  "urlbar-rich-result-popup": 1,
  "menulist-popuponly": 1,
  "places-tree": 1,
  "treecols": 1,
  "treecol": 1,
  "columnpicker": 1,
  "treerows": 1,
  "treebody": 1,
  "autocomplete": 1,
  "listbox": 1,
  "listrows": 1,
  "addon-progress-notification": 1,
  "radiogroup": 1,
  "richlistbox": 1,
  "toolbar-menubar-autohide": 1,
  "tabbrowser-tabs": 1,
  "tabbrowser-arrowscrollbox": 1,
  "tabbrowser-tab": 1,
  "toolbarbutton-badged-menu": 1,
  "urlbar": 1,
  "browser": 1,
  "tabbox": 1,
  "tabbrowser-tabpanels": 1,
  "notification": 1
}
